states_or_union_territories,district,year,murder,rape,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,robbery,thefts,riots,criminal_breach_of_trust,cheating,arson,hurt_or_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,causing_death_by_negligence,total_ipc_crimes
GUJARAT,VALSAD,2001,44.0,9.0,11.0,5.0,22.0,25.0,432.0,40.0,50.0,37.0,12.0,301.0,,10.0,,50.0,,3109.0
HARYANA,AMBALA,2001,26.0,11.0,32.0,6.0,2.0,18.0,365.0,5.0,13.0,76.0,11.0,280.0,11.0,27.0,,132.0,,2346.0
HARYANA,BHIWANI,2001,40.0,10.0,7.0,2.0,,19.0,190.0,109.0,26.0,54.0,16.0,267.0,33.0,17.0,,43.0,2.0,1855.0
HARYANA,FARIDABAD,2001,68.0,37.0,53.0,25.0,7.0,44.0,668.0,133.0,117.0,61.0,14.0,304.0,19.0,47.0,242.0,108.0,18.0,5808.0
HARYANA,FATEHABAD,2001,18.0,17.0,13.0,7.0,3.0,11.0,141.0,11.0,1.0,52.0,6.0,210.0,17.0,17.0,,93.0,1.0,1214.0
HARYANA,HARYANA_GRP,2001,24.0,,2.0,,,5.0,169.0,9.0,1.0,3.0,,11.0,5.0,1.0,26.0,,7.0,615.0
HARYANA,GURGAON,2001,69.0,32.0,32.0,18.0,4.0,51.0,794.0,78.0,55.0,29.0,20.0,244.0,17.0,21.0,21.0,136.0,5.0,3502.0
HARYANA,HISAR,2001,45.0,10.0,18.0,8.0,2.0,27.0,438.0,28.0,23.0,159.0,8.0,392.0,24.0,33.0,,117.0,4.0,2830.0
HARYANA,JHAJJAR,2001,48.0,21.0,8.0,6.0,2.0,25.0,183.0,68.0,21.0,50.0,,193.0,20.0,42.0,13.0,122.0,84.0,1501.0
HARYANA,JIND,2001,37.0,21.0,8.0,4.0,2.0,28.0,148.0,71.0,66.0,51.0,2.0,160.0,11.0,22.0,29.0,67.0,4.0,1452.0
HARYANA,KAITHAL,2001,33.0,16.0,8.0,1.0,3.0,9.0,144.0,,60.0,16.0,28.0,216.0,9.0,19.0,,105.0,1.0,1195.0
HARYANA,KARNAL,2001,42.0,44.0,10.0,21.0,8.0,16.0,468.0,47.0,20.0,59.0,11.0,726.0,18.0,28.0,2.0,97.0,187.0,2383.0
HARYANA,KURUKSHETRA,2001,20.0,31.0,14.0,,5.0,13.0,343.0,,20.0,130.0,4.0,172.0,10.0,28.0,8.0,68.0,,1753.0
HARYANA,MAHENDRAGARH,2001,26.0,11.0,8.0,5.0,1.0,1.0,116.0,47.0,34.0,9.0,21.0,157.0,8.0,19.0,,23.0,2.0,1169.0
HARYANA,PANCHKULA,2001,12.0,6.0,15.0,3.0,1.0,5.0,226.0,1.0,22.0,19.0,2.0,21.0,4.0,23.0,10.0,43.0,73.0,1054.0
HARYANA,PANIPAT,2001,43.0,38.0,10.0,9.0,20.0,47.0,415.0,35.0,20.0,53.0,7.0,144.0,11.0,16.0,11.0,92.0,191.0,1895.0
HARYANA,REWARI,2001,21.0,11.0,11.0,2.0,,7.0,155.0,39.0,10.0,19.0,23.0,130.0,12.0,17.0,,14.0,,1214.0
HARYANA,ROHTAK,2001,57.0,28.0,6.0,7.0,5.0,29.0,365.0,37.0,18.0,58.0,10.0,187.0,17.0,26.0,20.0,41.0,144.0,1856.0
HARYANA,SIRSA,2001,37.0,17.0,7.0,11.0,2.0,5.0,240.0,24.0,14.0,43.0,6.0,349.0,12.0,23.0,,98.0,1.0,1768.0
HARYANA,SONIPAT,2001,73.0,15.0,12.0,14.0,5.0,28.0,347.0,6.0,10.0,43.0,8.0,346.0,18.0,22.0,14.0,51.0,132.0,1944.0
HARYANA,YAMUNANAGAR,2001,42.0,22.0,23.0,3.0,5.0,9.0,202.0,2.0,5.0,32.0,6.0,235.0,9.0,30.0,5.0,63.0,,1405.0
HIMACHAL PRADESH,BILASPUR,2001,8.0,5.0,9.0,1.0,2.0,3.0,49.0,76.0,11.0,12.0,20.0,74.0,1.0,35.0,1.0,47.0,35.0,1074.0
HIMACHAL PRADESH,CHAMBA,2001,13.0,12.0,15.0,2.0,,1.0,29.0,6.0,5.0,8.0,8.0,63.0,,23.0,1.0,21.0,40.0,555.0
HIMACHAL PRADESH,HIMACHAL PRADESH_GRP,2001,1.0,,,,,,1.0,1.0,,,,,,,,,,4.0
HIMACHAL PRADESH,HAMIRPUR,2001,2.0,3.0,3.0,,,1.0,17.0,26.0,5.0,11.0,7.0,178.0,1.0,17.0,2.0,33.0,44.0,747.0
HIMACHAL PRADESH,KANGRA,2001,24.0,18.0,21.0,9.0,1.0,4.0,108.0,125.0,1.0,29.0,26.0,280.0,1.0,43.0,,58.0,2.0,2035.0
HIMACHAL PRADESH,KINNAUR,2001,5.0,6.0,3.0,,,,2.0,4.0,2.0,,1.0,4.0,,4.0,,2.0,26.0,147.0
HIMACHAL PRADESH,KULLU,2001,13.0,13.0,6.0,1.0,,1.0,17.0,27.0,3.0,7.0,6.0,36.0,,12.0,,2.0,36.0,630.0
HIMACHAL PRADESH,LAHAUL & SPITI,2001,1.0,2.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,9.0,50.0
HIMACHAL PRADESH,MANDI,2001,18.0,16.0,10.0,1.0,,3.0,64.0,83.0,6.0,22.0,34.0,218.0,,59.0,4.0,56.0,75.0,1747.0
HIMACHAL PRADESH,SHIMLA,2001,14.0,18.0,11.0,2.0,,7.0,188.0,122.0,13.0,31.0,13.0,89.0,2.0,50.0,1.0,31.0,60.0,1964.0
HIMACHAL PRADESH,SIRMAUR,2001,3.0,10.0,11.0,2.0,,4.0,27.0,56.0,2.0,12.0,4.0,60.0,3.0,33.0,4.0,22.0,47.0,703.0
HIMACHAL PRADESH,SOLAN,2001,11.0,12.0,10.0,3.0,,1.0,59.0,62.0,17.0,7.0,9.0,279.0,2.0,23.0,1.0,24.0,45.0,1130.0
HIMACHAL PRADESH,UNA,2001,6.0,9.0,5.0,,1.0,2.0,38.0,38.0,4.0,6.0,5.0,121.0,,11.0,,20.0,64.0,713.0
JAMMU & KASHMIR,ANANTNAG,2001,74.0,6.0,36.0,23.0,5.0,16.0,83.0,67.0,5.0,28.0,51.0,20.0,,53.0,12.0,,23.0,1104.0
JAMMU & KASHMIR,PULWAMA,2001,25.0,1.0,13.0,1.0,,4.0,19.0,10.0,,1.0,9.0,2.0,,8.0,2.0,,,316.0
JAMMU & KASHMIR,BARAMULLA,2001,144.0,28.0,59.0,16.0,2.0,16.0,156.0,146.0,3.0,11.0,40.0,18.0,,93.0,14.0,,22.0,1533.0
JAMMU & KASHMIR,BORDER,2001,6.0,12.0,10.0,,,,19.0,15.0,6.0,16.0,2.0,14.0,,15.0,5.0,3.0,39.0,708.0
JAMMU & KASHMIR,BUDGAM,2001,78.0,7.0,34.0,6.0,,2.0,94.0,88.0,3.0,6.0,13.0,,,35.0,9.0,,22.0,812.0
JAMMU & KASHMIR,JAMMU,2001,,,,,,,,,,27.0,,,,,,,,27.0
JAMMU & KASHMIR,SRINAGAR,2001,,,,,,,,,8.0,61.0,,,,,,,,69.0
JAMMU & KASHMIR,DODA,2001,104.0,7.0,15.0,,2.0,6.0,18.0,17.0,6.0,4.0,40.0,13.0,,6.0,2.0,1.0,18.0,627.0
JAMMU & KASHMIR,GANDERBAL,2001,24.0,5.0,31.0,2.0,1.0,,44.0,50.0,,3.0,13.0,6.0,,30.0,4.0,,11.0,395.0
JAMMU & KASHMIR,JAMMU,2001,27.0,13.0,43.0,,,4.0,479.0,103.0,10.0,62.0,13.0,58.0,5.0,40.0,94.0,26.0,112.0,3607.0
JAMMU & KASHMIR,KARGIL,2001,,,1.0,1.0,,,6.0,5.0,,,3.0,1.0,,1.0,,,,82.0
JAMMU & KASHMIR,KATHUA,2001,16.0,13.0,10.0,1.0,1.0,2.0,37.0,43.0,,8.0,15.0,28.0,3.0,14.0,4.0,1.0,65.0,817.0
JAMMU & KASHMIR,KULGAM,2001,39.0,6.0,31.0,4.0,1.0,17.0,43.0,77.0,5.0,6.0,34.0,9.0,,7.0,11.0,,19.0,635.0
JAMMU & KASHMIR,KUPWARA,2001,141.0,6.0,29.0,18.0,,1.0,39.0,74.0,8.0,10.0,22.0,18.0,,62.0,2.0,,12.0,1027.0
JAMMU & KASHMIR,LEH,2001,3.0,,1.0,,,,6.0,5.0,3.0,3.0,,,,1.0,,,,137.0
JAMMU & KASHMIR,POONCH,2001,100.0,13.0,10.0,6.0,1.0,,67.0,30.0,3.0,6.0,40.0,27.0,,4.0,6.0,2.0,8.0,766.0
JAMMU & KASHMIR,PULWAMA,2001,46.0,7.0,33.0,4.0,1.0,27.0,144.0,127.0,3.0,10.0,23.0,9.0,,19.0,12.0,,,883.0
JAMMU & KASHMIR,JAMMU & KASHMIR_GRP,2001,1.0,,,,,,3.0,,,,,,,,,,,17.0
JAMMU & KASHMIR,RAJOURI,2001,76.0,17.0,20.0,,2.0,4.0,21.0,3.0,4.0,14.0,18.0,34.0,3.0,7.0,6.0,6.0,2.0,965.0
JAMMU & KASHMIR,RAMBAN,2001,51.0,3.0,3.0,4.0,1.0,1.0,12.0,2.0,5.0,3.0,19.0,19.0,,3.0,2.0,,1.0,537.0
JAMMU & KASHMIR,REASI,2001,36.0,7.0,9.0,2.0,1.0,,22.0,6.0,7.0,2.0,12.0,3.0,,5.0,4.0,,,389.0
JAMMU & KASHMIR,SRINAGAR,2001,63.0,8.0,102.0,13.0,6.0,59.0,490.0,158.0,7.0,102.0,64.0,18.0,,207.0,88.0,2.0,,3042.0
JAMMU & KASHMIR,UDHAMPUR,2001,21.0,10.0,14.0,1.0,,2.0,117.0,46.0,4.0,8.0,6.0,21.0,2.0,12.0,11.0,9.0,3.0,1010.0
JHARKHAND,BOKARO,2001,70.0,26.0,32.0,6.0,38.0,66.0,435.0,119.0,16.0,17.0,13.0,74.0,25.0,24.0,2.0,45.0,76.0,1936.0
JHARKHAND,PASHCHIMI SINGHBHUM,2001,109.0,32.0,10.0,7.0,7.0,9.0,99.0,22.0,8.0,22.0,5.0,35.0,,6.0,,,,669.0
JHARKHAND,CHATRA,2001,40.0,6.0,3.0,7.0,23.0,15.0,80.0,90.0,,13.0,1.0,,7.0,,,6.0,,748.0
JHARKHAND,DEOGHAR,2001,47.0,22.0,,7.0,13.0,15.0,129.0,118.0,8.0,14.0,11.0,259.0,10.0,13.0,1.0,10.0,,1106.0
JHARKHAND,DHANBAD,2001,97.0,32.0,45.0,12.0,56.0,48.0,546.0,205.0,11.0,77.0,14.0,318.0,30.0,47.0,,18.0,15.0,2916.0
JHARKHAND,DHANBAD,2001,11.0,2.0,,4.0,12.0,13.0,209.0,4.0,,8.0,,,,,,,,360.0
JHARKHAND,DUMKA,2001,63.0,27.0,,24.0,11.0,8.0,66.0,75.0,14.0,8.0,16.0,263.0,3.0,20.0,,23.0,18.0,1016.0
JHARKHAND,GARHWA,2001,32.0,11.0,2.0,3.0,19.0,17.0,54.0,113.0,2.0,15.0,12.0,125.0,15.0,,,5.0,,788.0
JHARKHAND,GIRIDIH,2001,63.0,42.0,10.0,5.0,56.0,27.0,111.0,173.0,18.0,49.0,21.0,38.0,30.0,13.0,,57.0,65.0,1918.0
JHARKHAND,GODDA,2001,61.0,37.0,26.0,4.0,24.0,18.0,70.0,90.0,,3.0,,,1.0,,,,,1030.0
JHARKHAND,GUMLA,2001,136.0,29.0,11.0,5.0,30.0,44.0,56.0,40.0,4.0,7.0,,,,2.0,,10.0,,658.0
JHARKHAND,HAZARIBAGH,2001,76.0,41.0,31.0,11.0,85.0,68.0,348.0,268.0,9.0,54.0,5.0,479.0,31.0,15.0,,18.0,6.0,2498.0
JHARKHAND,EAST SINGHBHUM,2001,81.0,50.0,51.0,9.0,10.0,27.0,343.0,131.0,85.0,115.0,8.0,76.0,6.0,58.0,,88.0,140.0,2712.0
JHARKHAND,EAST SINGHBHUM,2001,4.0,1.0,,,6.0,4.0,65.0,2.0,,3.0,,,,1.0,,,,148.0
JHARKHAND,JAMTARA,2001,22.0,18.0,11.0,3.0,6.0,9.0,68.0,61.0,2.0,10.0,3.0,146.0,5.0,13.0,,20.0,2.0,473.0
JHARKHAND,KODERMA,2001,21.0,2.0,2.0,12.0,13.0,15.0,77.0,80.0,16.0,17.0,3.0,18.0,11.0,8.0,1.0,29.0,45.0,667.0
JHARKHAND,LATEHAR,2001,54.0,12.0,2.0,2.0,44.0,9.0,48.0,27.0,2.0,,,,6.0,,,,,380.0
JHARKHAND,LOHARDAGA,2001,33.0,12.0,8.0,6.0,8.0,11.0,28.0,29.0,4.0,5.0,3.0,11.0,,4.0,,10.0,,311.0
JHARKHAND,PAKUR,2001,31.0,23.0,,7.0,11.0,5.0,37.0,39.0,6.0,19.0,7.0,5.0,7.0,,,18.0,,483.0
JHARKHAND,PALAMU,2001,73.0,15.0,2.0,12.0,43.0,32.0,94.0,160.0,21.0,5.0,23.0,343.0,18.0,8.0,,28.0,38.0,1461.0
JHARKHAND,RANCHI,2001,243.0,73.0,1.0,,81.0,140.0,647.0,66.0,47.0,55.0,10.0,21.0,4.0,24.0,1.0,78.0,,1602.0
JHARKHAND,SAHEBGANJ,2001,47.0,20.0,5.0,12.0,12.0,8.0,80.0,72.0,5.0,19.0,10.0,42.0,3.0,23.0,,21.0,15.0,628.0
JHARKHAND,SARAIKELA,2001,44.0,17.0,15.0,4.0,15.0,12.0,123.0,29.0,5.0,17.0,,,4.0,18.0,,,,692.0
JHARKHAND,SIMDEGA,2001,49.0,17.0,12.0,,13.0,27.0,14.0,5.0,,2.0,,1.0,1.0,,,,,247.0
KARNATAKA,BAGALKOT,2001,59.0,2.0,7.0,10.0,2.0,3.0,105.0,218.0,6.0,18.0,12.0,315.0,1.0,39.0,,50.0,,1710.0
KARNATAKA,BANGALORE,2001,221.0,40.0,56.0,96.0,31.0,284.0,6293.0,298.0,258.0,1708.0,3.0,3735.0,40.0,223.0,51.0,229.0,38.0,27254.0
KARNATAKA,BANGALORE,2001,137.0,13.0,10.0,27.0,23.0,32.0,533.0,358.0,22.0,60.0,39.0,1097.0,30.0,90.0,,123.0,,5209.0
KARNATAKA,BELGAUM,2001,120.0,8.0,12.0,15.0,19.0,47.0,386.0,389.0,17.0,102.0,25.0,1002.0,4.0,62.0,,125.0,21.0,5053.0
KARNATAKA,BELLARY,2001,58.0,16.0,11.0,3.0,5.0,20.0,303.0,260.0,9.0,19.0,13.0,709.0,5.0,82.0,,49.0,,3229.0
KARNATAKA,BIDAR,2001,48.0,7.0,10.0,9.0,7.0,36.0,202.0,163.0,7.0,33.0,21.0,1015.0,2.0,90.0,3.0,51.0,,4371.0
KARNATAKA,BIJAPUR,2001,51.0,6.0,19.0,5.0,5.0,21.0,202.0,396.0,5.0,19.0,34.0,695.0,1.0,65.0,,92.0,,2941.0
KARNATAKA,CHAMARAJANAGAR,2001,19.0,4.0,5.0,,1.0,9.0,133.0,107.0,3.0,10.0,25.0,480.0,7.0,43.0,,15.0,,1390.0
KARNATAKA,CHIKMAGALUR,2001,41.0,8.0,7.0,5.0,4.0,10.0,222.0,187.0,7.0,25.0,5.0,885.0,4.0,57.0,8.0,83.0,7.0,2766.0
KARNATAKA,CHITRADURGA,2001,31.0,18.0,,4.0,8.0,20.0,145.0,269.0,7.0,22.0,8.0,717.0,2.0,48.0,,35.0,,2691.0
KARNATAKA,DAKSHIN KANNADA,2001,33.0,3.0,6.0,3.0,1.0,8.0,219.0,127.0,15.0,55.0,12.0,411.0,1.0,24.0,,25.0,3.0,3047.0
KARNATAKA,DAVANAGERE,2001,58.0,22.0,13.0,10.0,5.0,26.0,332.0,297.0,12.0,46.0,1.0,684.0,8.0,84.0,5.0,77.0,1.0,3301.0
KARNATAKA,DHARWAD,2001,16.0,4.0,4.0,4.0,5.0,34.0,245.0,168.0,8.0,56.0,7.0,191.0,2.0,3.0,,24.0,4.0,1902.0
KARNATAKA,DHARWAD,2001,25.0,3.0,2.0,1.0,3.0,5.0,38.0,110.0,7.0,14.0,,132.0,3.0,8.0,,8.0,,899.0
KARNATAKA,GADAG,2001,22.0,2.0,2.0,2.0,4.0,13.0,55.0,109.0,4.0,23.0,1.0,165.0,3.0,10.0,,18.0,,899.0
KARNATAKA,GULBARGA,2001,95.0,20.0,21.0,14.0,10.0,61.0,268.0,423.0,6.0,68.0,25.0,1148.0,6.0,143.0,1.0,104.0,,4169.0
KARNATAKA,HASSAN,2001,64.0,20.0,,17.0,5.0,23.0,268.0,210.0,9.0,17.0,,1483.0,4.0,75.0,1.0,68.0,,4039.0
KARNATAKA,HAVERI,2001,24.0,3.0,11.0,1.0,7.0,10.0,111.0,260.0,9.0,20.0,,393.0,5.0,42.0,,32.0,,2211.0
KARNATAKA,KOLAR,2001,20.0,1.0,7.0,5.0,4.0,6.0,108.0,73.0,,12.0,,256.0,4.0,12.0,,20.0,,906.0
KARNATAKA,KODAGU,2001,26.0,4.0,4.0,,1.0,3.0,87.0,170.0,2.0,6.0,3.0,350.0,4.0,22.0,,14.0,,1301.0
KARNATAKA,KOLAR,2001,69.0,17.0,18.0,3.0,3.0,25.0,284.0,373.0,9.0,48.0,,664.0,18.0,42.0,,39.0,,3230.0
KARNATAKA,KOPPAL,2001,23.0,6.0,12.0,,3.0,8.0,120.0,166.0,2.0,21.0,5.0,279.0,5.0,40.0,1.0,23.0,,1406.0
KARNATAKA,MANDYA,2001,67.0,15.0,1.0,8.0,2.0,28.0,328.0,280.0,7.0,30.0,,1431.0,7.0,50.0,,72.0,,4807.0
KARNATAKA,MYSORE,2001,32.0,2.0,7.0,4.0,,32.0,326.0,67.0,17.0,52.0,,360.0,9.0,8.0,1.0,48.0,,1903.0
KARNATAKA,MYSORE,2001,53.0,12.0,4.0,10.0,,,200.0,212.0,5.0,15.0,,1081.0,6.0,79.0,2.0,51.0,,2900.0
KARNATAKA,RAICHUR,2001,33.0,12.0,5.0,6.0,4.0,13.0,150.0,261.0,8.0,94.0,15.0,602.0,1.0,63.0,4.0,52.0,16.0,2384.0
KARNATAKA,KARNATAKA_GRP,2001,12.0,1.0,,1.0,3.0,11.0,331.0,16.0,1.0,2.0,,17.0,1.0,,,,,583.0
KARNATAKA,SHIMOGA,2001,56.0,12.0,10.0,4.0,1.0,15.0,292.0,260.0,4.0,31.0,20.0,1148.0,6.0,65.0,,134.0,,4178.0
KARNATAKA,TUMKUR,2001,80.0,6.0,4.0,17.0,10.0,27.0,389.0,234.0,13.0,26.0,69.0,1099.0,28.0,53.0,,44.0,4.0,4141.0
KARNATAKA,UDUPI,2001,16.0,2.0,,2.0,1.0,12.0,112.0,107.0,4.0,15.0,5.0,304.0,,16.0,2.0,16.0,6.0,1959.0
KARNATAKA,UTTAR KANNADA,2001,17.0,4.0,3.0,2.0,1.0,5.0,81.0,118.0,11.0,11.0,4.0,437.0,3.0,27.0,2.0,34.0,,2319.0
KERALA,ALAPPUZHA,2001,22.0,21.0,6.0,2.0,2.0,18.0,195.0,419.0,18.0,152.0,35.0,1373.0,1.0,162.0,2.0,105.0,,7319.0
KERALA,CBCID,2001,22.0,2.0,,2.0,1.0,1.0,5.0,6.0,18.0,37.0,1.0,5.0,,,,4.0,,250.0
KERALA,ERNAKULAM,2001,44.0,38.0,7.0,13.0,25.0,80.0,1264.0,626.0,22.0,267.0,25.0,1756.0,3.0,162.0,3.0,161.0,,14843.0
KERALA,IDUKKI,2001,33.0,34.0,,,3.0,16.0,254.0,301.0,55.0,78.0,10.0,1726.0,,145.0,16.0,127.0,,5421.0
KERALA,KANNUR,2001,26.0,42.0,7.0,5.0,1.0,18.0,213.0,831.0,17.0,183.0,6.0,1175.0,,77.0,7.0,157.0,,5888.0
KERALA,KASARGOD,2001,18.0,28.0,1.0,3.0,32.0,9.0,145.0,683.0,11.0,55.0,,627.0,,,,66.0,,3116.0
KERALA,KOLLAM,2001,41.0,55.0,9.0,7.0,13.0,62.0,291.0,575.0,16.0,120.0,63.0,2398.0,3.0,235.0,,315.0,,9282.0
KERALA,KOTTAYAM,2001,34.0,22.0,12.0,6.0,2.0,54.0,373.0,347.0,25.0,252.0,17.0,1763.0,2.0,125.0,8.0,82.0,,7082.0
KERALA,KOZHIKODE,2001,34.0,39.0,10.0,2.0,28.0,15.0,428.0,1127.0,26.0,302.0,391.0,1035.0,2.0,118.0,8.0,319.0,,8394.0
KERALA,MALAPPURAM,2001,23.0,71.0,4.0,13.0,6.0,11.0,340.0,663.0,40.0,211.0,30.0,1119.0,3.0,92.0,3.0,448.0,,7428.0
KERALA,PALAKKAD,2001,45.0,63.0,10.0,4.0,11.0,30.0,315.0,608.0,66.0,159.0,67.0,1629.0,5.0,112.0,10.0,215.0,,6516.0
KERALA,PATHANAMTHITTA,2001,20.0,12.0,,,1.0,7.0,129.0,224.0,10.0,65.0,29.0,970.0,,90.0,3.0,95.0,,4100.0
KERALA,KERALA_GRP,2001,,1.0,,,,2.0,197.0,39.0,,1.0,,9.0,,,,,,289.0
KERALA,THRISSUR,2001,42.0,42.0,9.0,9.0,14.0,82.0,516.0,577.0,40.0,390.0,4.0,1329.0,2.0,223.0,16.0,198.0,,10465.0
KERALA,THIRUVANANTHAPURAM,2001,53.0,57.0,21.0,20.0,32.0,104.0,636.0,892.0,35.0,394.0,77.0,2436.0,6.0,345.0,2.0,210.0,,11368.0
KERALA,WAYANAD,2001,15.0,35.0,1.0,,5.0,8.0,140.0,190.0,29.0,90.0,13.0,479.0,,56.0,3.0,59.0,,2086.0
MADHYA PRADESH,BALAGHAT,2001,56.0,87.0,11.0,,,7.0,226.0,42.0,10.0,10.0,18.0,568.0,3.0,157.0,12.0,72.0,51.0,2925.0
MADHYA PRADESH,BARWANI,2001,41.0,34.0,2.0,,2.0,18.0,237.0,35.0,6.0,5.0,10.0,795.0,5.0,81.0,9.0,18.0,71.0,2008.0
MADHYA PRADESH,BETUL,2001,56.0,95.0,16.0,3.0,,18.0,246.0,9.0,6.0,15.0,16.0,521.0,7.0,135.0,4.0,71.0,59.0,2637.0
MADHYA PRADESH,BHIND,2001,63.0,31.0,20.0,27.0,3.0,28.0,283.0,99.0,9.0,28.0,17.0,851.0,34.0,80.0,2.0,54.0,88.0,3361.0
MADHYA PRADESH,BHOPAL,2001,61.0,106.0,48.0,7.0,8.0,99.0,1351.0,77.0,33.0,192.0,8.0,652.0,15.0,252.0,56.0,132.0,272.0,13708.0
MADHYA PRADESH,BHOPAL,2001,5.0,1.0,2.0,,1.0,25.0,705.0,3.0,,8.0,,1.0,,10.0,3.0,,2.0,1036.0
MADHYA PRADESH,CHHATARPUR,2001,54.0,65.0,23.0,5.0,4.0,42.0,163.0,104.0,,36.0,20.0,445.0,20.0,193.0,10.0,46.0,96.0,3361.0
MADHYA PRADESH,CHHINDWARA,2001,78.0,93.0,16.0,2.0,,18.0,239.0,26.0,16.0,67.0,26.0,1085.0,10.0,203.0,32.0,109.0,98.0,3672.0
MADHYA PRADESH,DAMOH,2001,43.0,66.0,10.0,8.0,3.0,24.0,188.0,54.0,3.0,18.0,32.0,1042.0,28.0,189.0,,58.0,,2879.0
MADHYA PRADESH,DATIA,2001,53.0,12.0,8.0,17.0,3.0,26.0,103.0,30.0,1.0,8.0,9.0,424.0,8.0,57.0,,18.0,38.0,1866.0
MADHYA PRADESH,DEWAS,2001,50.0,78.0,11.0,9.0,10.0,67.0,677.0,119.0,16.0,22.0,39.0,508.0,15.0,279.0,80.0,96.0,107.0,5039.0
MADHYA PRADESH,DHAR,2001,89.0,68.0,18.0,4.0,6.0,35.0,651.0,48.0,33.0,25.0,28.0,635.0,41.0,168.0,21.0,88.0,,4910.0
MADHYA PRADESH,DINDORI,2001,13.0,20.0,2.0,,,2.0,44.0,6.0,5.0,6.0,4.0,119.0,,53.0,6.0,4.0,14.0,821.0
MADHYA PRADESH,GUNA,2001,71.0,124.0,15.0,2.0,9.0,50.0,350.0,171.0,14.0,27.0,35.0,1602.0,7.0,317.0,22.0,95.0,116.0,6001.0
MADHYA PRADESH,GWALIOR,2001,84.0,59.0,22.0,24.0,4.0,144.0,925.0,170.0,22.0,81.0,25.0,1084.0,20.0,139.0,8.0,49.0,189.0,6846.0
MADHYA PRADESH,HARDA,2001,14.0,28.0,2.0,,1.0,3.0,74.0,23.0,,9.0,8.0,109.0,9.0,35.0,,27.0,,746.0
MADHYA PRADESH,HOSHANGABAD,2001,53.0,65.0,13.0,3.0,,31.0,286.0,33.0,8.0,25.0,13.0,479.0,9.0,109.0,6.0,31.0,,2741.0
MADHYA PRADESH,INDORE,2001,111.0,84.0,35.0,15.0,5.0,112.0,2708.0,129.0,59.0,149.0,29.0,1306.0,25.0,215.0,63.0,161.0,269.0,13063.0
MADHYA PRADESH,INDORE,2001,6.0,2.0,,,,7.0,193.0,2.0,,5.0,,14.0,,5.0,1.0,,,353.0
MADHYA PRADESH,JABALPUR,2001,103.0,108.0,20.0,13.0,,126.0,887.0,112.0,14.0,40.0,15.0,2024.0,28.0,264.0,50.0,81.0,186.0,8333.0
MADHYA PRADESH,JABALPUR,2001,3.0,,,,,15.0,221.0,1.0,2.0,2.0,,14.0,1.0,4.0,,,,359.0
MADHYA PRADESH,JHABUA,2001,124.0,44.0,80.0,3.0,5.0,20.0,269.0,74.0,5.0,10.0,45.0,634.0,5.0,127.0,4.0,24.0,,3416.0
MADHYA PRADESH,KATNI,2001,51.0,25.0,3.0,6.0,,29.0,239.0,33.0,1.0,26.0,8.0,816.0,11.0,106.0,12.0,59.0,64.0,2285.0
MADHYA PRADESH,KHANDWA,2001,41.0,63.0,12.0,2.0,5.0,11.0,290.0,64.0,9.0,44.0,9.0,84.0,11.0,184.0,15.0,49.0,58.0,3911.0
MADHYA PRADESH,KHARGONE,2001,47.0,47.0,14.0,1.0,5.0,21.0,533.0,80.0,16.0,16.0,17.0,540.0,5.0,164.0,29.0,21.0,3.0,3499.0
MADHYA PRADESH,MANDLA,2001,35.0,64.0,9.0,,2.0,11.0,116.0,18.0,2.0,29.0,15.0,444.0,4.0,151.0,19.0,46.0,40.0,2122.0
MADHYA PRADESH,MANDSAUR,2001,28.0,41.0,8.0,7.0,3.0,32.0,444.0,56.0,14.0,27.0,27.0,345.0,4.0,102.0,11.0,30.0,76.0,2616.0
MADHYA PRADESH,MORENA,2001,63.0,35.0,18.0,17.0,16.0,76.0,564.0,198.0,4.0,13.0,19.0,929.0,29.0,77.0,2.0,34.0,111.0,5229.0
MADHYA PRADESH,NARSINGHPUR,2001,38.0,70.0,4.0,3.0,1.0,11.0,149.0,32.0,1.0,10.0,24.0,832.0,22.0,156.0,16.0,40.0,51.0,2311.0
MADHYA PRADESH,NEEMUCH,2001,17.0,37.0,7.0,9.0,5.0,15.0,376.0,65.0,24.0,32.0,18.0,391.0,1.0,83.0,18.0,62.0,51.0,2208.0
MADHYA PRADESH,PANNA,2001,24.0,44.0,10.0,1.0,1.0,10.0,99.0,54.0,1.0,10.0,11.0,62.0,19.0,104.0,2.0,31.0,26.0,1921.0
MADHYA PRADESH,RAISEN,2001,39.0,79.0,9.0,2.0,5.0,27.0,187.0,59.0,6.0,7.0,18.0,460.0,20.0,194.0,31.0,50.0,10.0,3009.0
MADHYA PRADESH,RAJGARH,2001,42.0,95.0,9.0,3.0,4.0,35.0,218.0,161.0,7.0,13.0,51.0,538.0,7.0,196.0,26.0,49.0,93.0,3718.0
MADHYA PRADESH,RATLAM,2001,58.0,70.0,13.0,8.0,5.0,54.0,468.0,42.0,13.0,37.0,17.0,448.0,4.0,125.0,28.0,53.0,69.0,3342.0
